"","Rank_1","Rank_2","Rank_3","Rank_4","Rank_5","Rank_6","Rank_7","Rank_8"
"OTU_10135","Root","Eukaryota","Porifera","Demospongiae","Poecilosclerida","Hymedesmiidae","Phorbas","unclassified_Phorbas"
"OTU_101353","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101354","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101355","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101359","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101361","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101370","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101371","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101373","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101374","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101387","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101393","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101395","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101397","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101404","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101407","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101409","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_10141","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101410","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101423","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101429","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101430","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101432","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101435","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101439","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101442","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101443","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101450","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101455","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_10146","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101462","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101463","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101464","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101465","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101466","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101468","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101469","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_10147","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101470","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101471","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101478","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101479","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_10148","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101481","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101484","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101485","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101486","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101488","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101494","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101497","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101504","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101513","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101516","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101518","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101521","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101524","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101530","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101534","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101540","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101543","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_10155","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101553","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101557","Root","Eukaryota","Mollusca","Gastropoda","unclassified_Gastropoda",NA,NA,NA
"OTU_101560","Root","Eukaryota","Mollusca","Gastropoda","order_Plakobranchidae","Plakobranchidae","Elysia","Elysia rufescens"
"OTU_101564","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101569","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101571","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101578","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101579","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101580","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101583","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101585","Root","Eukaryota","Mollusca","Gastropoda","Sacoglossa","Elysiidae","Thuridilla","Thuridilla carlsoni"
"OTU_101587","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101588","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101590","Root","Eukaryota","Mollusca","Gastropoda","unclassified_Gastropoda",NA,NA,NA
"OTU_101595","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101596","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101599","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101602","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101608","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101613","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101616","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_10162","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101623","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101627","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101628","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101629","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101630","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101631","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101632","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_10164","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_10166","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101674","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101678","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101679","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101682","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101684","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101687","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101689","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101690","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101699","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101704","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101711","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101713","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101718","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101724","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101736","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_10176","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101764","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101766","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101769","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101774","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101777","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101783","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101785","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101789","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101796","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101801","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101802","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101803","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101804","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101805","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101807","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101812","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101815","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101818","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101821","Root","Eukaryota","phylum_Phaeophyceae","Phaeophyceae","Dictyotales","Dictyotaceae","Dictyota","Dictyota cf. pfaffii"
"OTU_101826","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101833","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101834","Root","Eukaryota","Rhodophyta","Florideophyceae","unclassified_Florideophyceae",NA,NA,NA
"OTU_101835","Root","Eukaryota","Rhodophyta","Florideophyceae","unclassified_Florideophyceae",NA,NA,NA
"OTU_101842","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101845","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101848","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101850","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101861","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101864","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101876","Root","Eukaryota","Rhodophyta","Florideophyceae","unclassified_Florideophyceae",NA,NA,NA
"OTU_101883","Root","Eukaryota","Rhodophyta","unclassified_Rhodophyta",NA,NA,NA,NA
"OTU_101886","Root","Eukaryota","Rhodophyta","Florideophyceae","unclassified_Florideophyceae",NA,NA,NA
"OTU_101887","Root","Eukaryota","Rhodophyta","Florideophyceae","Ceramiales","Rhodomelaceae","unclassified_Rhodomelaceae",NA
"OTU_101888","Root","Eukaryota","unclassified_Eukaryota",NA,NA,NA,NA,NA
"OTU_101889","Root","Eukaryota","Rhodophyta","Florideophyceae","unclassified_Florideophyceae",NA,NA,NA
"OTU_101890","Root","Eukaryota","unclassified_Eukaryota",NA,NA,NA,NA,NA
"OTU_101894","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101895","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101897","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101900","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101914","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101921","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101931","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101944","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101956","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101957","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101958","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101959","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101960","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101963","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101971","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101973","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101974","Root","Eukaryota","Arthropoda","Malacostraca","Decapoda","Galatheidae","unclassified_Galatheidae",NA
"OTU_101981","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101988","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101996","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_102002","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_102012","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_102023","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_102024","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_10203","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_102031","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_102032","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_102042","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_102058","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_102059","Root","Eukaryota","Annelida","Polychaeta","Phyllodocida","Syllidae","Proceraea","Proceraea madeirensis"
"OTU_10206","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_102061","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_102070","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_102073","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_102075","Root","Eukaryota","unclassified_Eukaryota",NA,NA,NA,NA,NA
"OTU_102086","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_102087","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_102089","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_10210","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_102102","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_102107","Root","Eukaryota","Arthropoda","Malacostraca","Decapoda","Pilumnidae","Pilumnus","Pilumnus sp. HAW02"
"OTU_102110","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_102113","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_102119","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_102122","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_102123","Root","Eukaryota","Mollusca","Gastropoda","Lepetellida","Fissurellidae","Diodora","Diodora ruppellii"
"OTU_102124","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_10213","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_102130","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_102132","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_102137","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_102138","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_102140","Root","Eukaryota","Arthropoda","Malacostraca","Amphipoda","family_genus_Amphipoda sp. OTU14","genus_Amphipoda sp. OTU14","Amphipoda sp. OTU14"
"OTU_102141","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_102142","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_102143","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_102149","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_102152","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_102153","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_102156","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_10216","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_102160","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_102164","Root","Eukaryota","Mollusca","Gastropoda","order_Cerithiidae","Cerithiidae","Cerithium","Cerithium salebrosum"
"OTU_102166","Root","Eukaryota","Mollusca","Gastropoda","Littorinimorpha","Vanikoridae","Vanikoro","Vanikoro cancellata"
"OTU_102168","Root","Eukaryota","Arthropoda","Malacostraca","Decapoda","unclassified_Decapoda",NA,NA
"OTU_102169","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_10217","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_102171","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_102175","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_102176","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_102177","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_10218","Root","Eukaryota","Arthropoda","Insecta","Hemiptera","unclassified_Hemiptera",NA,NA
"OTU_102184","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_102188","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_102191","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_102197","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_102203","Root","Eukaryota","Chordata","Ascidiacea","Stolidobranchia","Styelidae","Polycarpa","Polycarpa argentata"
"OTU_102205","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_102215","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_102216","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_102218","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_102219","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_102232","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_102234","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_102236","Root","Eukaryota","Arthropoda","unclassified_Arthropoda",NA,NA,NA,NA
"OTU_102240","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_102241","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_102242","Root","Eukaryota","unclassified_Eukaryota",NA,NA,NA,NA,NA
"OTU_102245","Root","Eukaryota","unclassified_Eukaryota",NA,NA,NA,NA,NA
"OTU_102247","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_102251","Root","Eukaryota","Mollusca","Gastropoda","order_Cerithiidae","Cerithiidae","Cerithium","Cerithium munitum"
"OTU_102252","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_102257","Root","Eukaryota","unclassified_Eukaryota",NA,NA,NA,NA,NA
"OTU_102258","Root","Eukaryota","unclassified_Eukaryota",NA,NA,NA,NA,NA
"OTU_102259","Root","Eukaryota","unclassified_Eukaryota",NA,NA,NA,NA,NA
"OTU_102260","Root","Eukaryota","Nemertea","Palaeonemertea","Archinemertea","Cephalotrichidae","Cephalothrix","unclassified_Cephalothrix"
"OTU_102278","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_102285","Root","Eukaryota","Mollusca","Gastropoda","Trochida","Tegulidae","Rochia","Rochia nilotica"
"OTU_10229","Root","Eukaryota","Porifera","Demospongiae","Haplosclerida","Chalinidae","Haliclona","Haliclona pigmentifera"
"OTU_102303","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_102305","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_102306","Root","Eukaryota","Arthropoda","Malacostraca","Decapoda","unclassified_Decapoda",NA,NA
"OTU_102308","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_102309","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_102314","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_102315","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_102319","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_102326","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_102348","Root","Eukaryota","Arthropoda","Malacostraca","Decapoda","unclassified_Decapoda",NA,NA
"OTU_102367","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_102368","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_10237","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_102374","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_102377","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_102385","Root","Eukaryota","Arthropoda","Malacostraca","order_family_genus_Mysidacea sp. LPdivOTU33","family_genus_Mysidacea sp. LPdivOTU33","genus_Mysidacea sp. LPdivOTU33","Mysidacea sp. LPdivOTU33"
"OTU_102388","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_102389","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_102397","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_10240","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_102415","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_102421","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_102424","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_102426","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_102427","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_10243","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_102435","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_102436","Root","Eukaryota","Mollusca","Gastropoda","Trochidae","Synaptocochlea","concinna",NA
"OTU_102441","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_102443","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_102445","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_102453","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_102454","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_102455","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_102463","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_102469","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_102471","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_102475","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_10248","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_102483","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_102497","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_102499","Root","Eukaryota","Mollusca","Bivalvia","Veneroida","Chamidae","Chama","Chama iostoma"
"OTU_102505","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_102506","Root","Eukaryota","Mollusca","Bivalvia","Pterioida","Propeamussiidae","Cyclochlamys",NA
"OTU_102511","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_102517","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_102518","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_102528","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_102531","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_102535","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_102536","Root","Eukaryota","Arthropoda","Malacostraca","Euphausiacea","Euphausiidae","Euphausia","Euphausia brevis"
"OTU_102540","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_102542","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_102549","Root","Eukaryota","Arthropoda","Malacostraca","Decapoda","unclassified_Decapoda",NA,NA
"OTU_102550","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_102552","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_102553","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_102555","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_102557","Root","Eukaryota","Arthropoda","unclassified_Arthropoda",NA,NA,NA,NA
"OTU_102561","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_102568","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_102575","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_102576","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_10258","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_102582","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_102584","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_102609","Root","Eukaryota","Echinodermata","Ophiuroidea","Amphilepidida","Ophiotrichidae","Macrophiothrix","Macrophiothrix megapoma"
"OTU_102615","Root","Eukaryota","unclassified_Eukaryota",NA,NA,NA,NA,NA
"OTU_102616","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_102619","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_102633","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_102635","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_102636","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_102637","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_102639","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_102641","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_102642","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_102643","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_102644","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_10265","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_102666","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_102676","Root","Eukaryota","Mollusca","Gastropoda","Nudibranchia",NA,NA,NA
"OTU_102679","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_102681","Root","Eukaryota","Arthropoda","Malacostraca","Decapoda","unclassified_Decapoda",NA,NA
"OTU_102700","Root","Eukaryota","Ascomycota","unclassified_Ascomycota",NA,NA,NA,NA
"OTU_102706","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_102713","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_102715","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_102716","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_102717","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_102718","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_10272","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_102721","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_102724","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_102729","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_10273","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_102734","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_102748","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_102749","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_102756","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_102757","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_102758","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_102762","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_102763","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
